1 1 0 30.830000 0.000000 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1.250000 1 0 1 0 1.000000 0 1 1 0 0 202.000000 0.000000 
1 0 1 58.670000 4.460000 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3.040000 1 0 1 0 6.000000 0 1 1 0 0 43.000000 560.000000 
1 0 1 24.500000 0.500000 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1.500000 1 0 0 1 0.000000 0 1 1 0 0 280.000000 824.000000 
1 1 0 27.830000 1.540000 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 3.750000 1 0 1 0 5.000000 1 0 1 0 0 100.000000 3.000000 
1 1 0 20.170000 5.625000 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1.710000 1 0 0 1 0.000000 0 1 0 0 1 120.000000 0.000000 
1 1 0 32.080000 4.000000 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2.500000 1 0 0 1 0.000000 1 0 1 0 0 360.000000 0.000000 
1 1 0 33.170000 1.040000 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 6.500000 1 0 0 1 0.000000 1 0 1 0 0 164.000000 31285.000000 
1 0 1 22.920000 11.585000 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.040000 1 0 0 1 0.000000 0 1 1 0 0 80.000000 1349.000000 
1 1 0 54.420000 0.500000 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3.960000 1 0 0 1 0.000000 0 1 1 0 0 180.000000 314.000000 
1 1 0 42.500000 4.915000 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 3.165000 1 0 0 1 0.000000 1 0 1 0 0 52.000000 1442.000000 
